Organoids,Index,y.name,OT,OrganoidsDrug,Drug,Time-point,Apoptotic.ratio,,
SNU-4351S3-TO,4,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Apitolisib,Apitolisib,SUM,49.25296577,,
SNU-4351S1-TO,5,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Belinostat,Belinostat,SUM,61.92004423,,
SNU-4351S2-TO,5,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Belinostat,Belinostat,SUM,69.87074525,,
SNU-4351S3-TO,5,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Belinostat,Belinostat,SUM,87.36211453,,
SNU-4351S1-TO,6,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Trametinib,Trametinib,SUM,79.92207043,,
SNU-4351S2-TO,6,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Trametinib,Trametinib,SUM,71.54394879,,
SNU-4351S3-TO,6,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Trametinib,Trametinib,SUM,77.66240533,,
SNU-4351S1-TO,7,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Cyclopamine,Cyclopamine,SUM,71.86234809,,
SNU-4351S2-TO,7,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Cyclopamine,Cyclopamine,SUM,62.82702653,,
SNU-4351S3-TO,7,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Cyclopamine,Cyclopamine,SUM,55.99875633,,
SNU-4351S1-TO,8,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO ICG-001,ICG-001,SUM,65.99567548,,
SNU-4351S2-TO,8,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO ICG-001,ICG-001,SUM,68.18757762,,
SNU-4351S3-TO,8,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO ICG-001,ICG-001,SUM,69.14287087,,
SNU-4351S1-TO,9,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Buparlisib,Buparlisib,SUM,68.08096218,,
SNU-4351S2-TO,9,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Buparlisib,Buparlisib,SUM,54.39161008,,
SNU-4351S3-TO,9,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Buparlisib,Buparlisib,SUM,74.79353774,,
SNU-4351S1-TO,10,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO SAHA,SAHA,SUM,46.48862849,,
SNU-4351S2-TO,10,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO SAHA,SAHA,SUM,68.01117925,,
SNU-4351S3-TO,10,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO SAHA,SAHA,SUM,80.98937958,,
SNU-4351S1-TO,11,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Afatinib,Afatinib,SUM,70.99072944,,
SNU-4351S2-TO,11,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Afatinib,Afatinib,SUM,76.25112109,,
SNU-4351S3-TO,11,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Afatinib,Afatinib,SUM,90.93617142,,
SNU-4351S1-TO,12,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO MK-5108,MK-5108,SUM,79.47226492,,
SNU-4351S2-TO,12,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO MK-5108,MK-5108,SUM,74.66406401,,
SNU-4351S3-TO,12,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO MK-5108,MK-5108,SUM,92.5489155,,
